5076,0,http://www.livescience.com/37152-global-warming-causes.html
5076,1,http://library.thinkquest.org/J003411/causes.htm
5076,2,http://www.climatehotmap.org/about/global-warming-causes.html
5076,3,http://phys.org/news/2013-05-global-chlorofluorocarbons-carbon-dioxide.html
5076,4,http://environment.nationalgeographic.com/environment/global-warming/gw-causes/
5076,5,http://www.nrdc.org/globalwarming/
5076,6,http://www.nrdc.org/globalwarming/f101.asp
5076,8,http://wattsupwiththat.com/2013/05/30/study-says-global-warming-caused-by-cfcs-not-carbon-dioxide/
5076,9,http://en.wikipedia.org/wiki/Global_warming
5076,10,http://environment.about.com/od/faqglobalwarming/f/globalwarming.htm
5085,0,http://www.livescience.com/37152-global-warming-causes.html
5085,1,http://library.thinkquest.org/J003411/causes.htm
5085,2,http://www.climatehotmap.org/about/global-warming-causes.html
5085,3,http://phys.org/news/2013-05-global-chlorofluorocarbons-carbon-dioxide.html
5085,4,http://environment.nationalgeographic.com/environment/global-warming/gw-causes/
5085,5,http://www.nrdc.org/globalwarming/
5085,6,http://www.nrdc.org/globalwarming/f101.asp
5085,8,http://wattsupwiththat.com/2013/05/30/study-says-global-warming-caused-by-cfcs-not-carbon-dioxide/
5085,9,http://en.wikipedia.org/wiki/Global_warming
5085,10,http://environment.about.com/od/faqglobalwarming/f/globalwarming.htm
5113,0,http://www.livescience.com/37152-global-warming-causes.html
5113,1,http://library.thinkquest.org/J003411/causes.htm
5113,2,http://www.climatehotmap.org/about/global-warming-causes.html
5113,3,http://phys.org/news/2013-05-global-chlorofluorocarbons-carbon-dioxide.html
5113,4,http://environment.nationalgeographic.com/environment/global-warming/gw-causes/
5113,5,http://www.nrdc.org/globalwarming/
5113,6,http://www.nrdc.org/globalwarming/f101.asp
5113,8,http://wattsupwiththat.com/2013/05/30/study-says-global-warming-caused-by-cfcs-not-carbon-dioxide/
5113,9,http://en.wikipedia.org/wiki/Global_warming
5113,10,http://environment.about.com/od/faqglobalwarming/f/globalwarming.htm
5125,0,http://www.livescience.com/37152-global-warming-causes.html
5125,1,http://library.thinkquest.org/J003411/causes.htm
5125,2,http://www.climatehotmap.org/about/global-warming-causes.html
5125,3,http://phys.org/news/2013-05-global-chlorofluorocarbons-carbon-dioxide.html
5125,4,http://environment.nationalgeographic.com/environment/global-warming/gw-causes/
5125,5,http://www.nrdc.org/globalwarming/
5125,6,http://www.nrdc.org/globalwarming/f101.asp
5125,8,http://wattsupwiththat.com/2013/05/30/study-says-global-warming-caused-by-cfcs-not-carbon-dioxide/
5125,9,http://en.wikipedia.org/wiki/Global_warming
5125,10,http://environment.about.com/od/faqglobalwarming/f/globalwarming.htm
5126,0,http://www.nrdc.org/globalwarming/fcons.asp
5126,1,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5126,2,http://en.wikipedia.org/wiki/Effects_of_global_warming
5126,3,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5126,4,http://www.livescience.com/37057-global-warming-effects.html
5126,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5126,6,http://www.planete-energies.com/en/energy-and-the-environment/global-warming/global-warming-has-serious-consequences-142.html
5126,7,http://climate.nasa.gov/effects
5126,8,http://www.enviroliteracy.org/article.php/1334.html
5126,10,http://www.aip.org/history/climate/impacts.htm
5129,0,http://www.nrdc.org/globalwarming/fcons.asp
5129,1,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5129,2,http://en.wikipedia.org/wiki/Effects_of_global_warming
5129,3,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5129,4,http://www.livescience.com/37057-global-warming-effects.html
5129,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5129,6,http://www.planete-energies.com/en/energy-and-the-environment/global-warming/global-warming-has-serious-consequences-142.html
5129,7,http://climate.nasa.gov/effects
5129,8,http://www.enviroliteracy.org/article.php/1334.html
5129,10,http://www.aip.org/history/climate/impacts.htm
5132,0,http://www.nrdc.org/globalwarming/fcons.asp
5132,1,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5132,2,http://en.wikipedia.org/wiki/Effects_of_global_warming
5132,3,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5132,4,http://www.livescience.com/37057-global-warming-effects.html
5132,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5132,6,http://www.planete-energies.com/en/energy-and-the-environment/global-warming/global-warming-has-serious-consequences-142.html
5132,7,http://climate.nasa.gov/effects
5132,8,http://www.enviroliteracy.org/article.php/1334.html
5132,10,http://www.aip.org/history/climate/impacts.htm
5135,0,http://www.nrdc.org/globalwarming/fcons.asp
5135,1,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5135,2,http://en.wikipedia.org/wiki/Effects_of_global_warming
5135,3,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5135,4,http://www.livescience.com/37057-global-warming-effects.html
5135,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5135,6,http://www.planete-energies.com/en/energy-and-the-environment/global-warming/global-warming-has-serious-consequences-142.html
5135,7,http://climate.nasa.gov/effects
5135,8,http://www.enviroliteracy.org/article.php/1334.html
5135,10,http://www.aip.org/history/climate/impacts.htm
5140,0,http://www.nrdc.org/globalwarming/fcons.asp
5140,1,http://en.wikipedia.org/wiki/Effects_of_global_warming
5140,2,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5140,3,http://climate.nasa.gov/effects
5140,4,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5140,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5140,6,http://www.livescience.com/37057-global-warming-effects.html
5140,7,http://www.ucsusa.org/global_warming/science_and_impacts/impacts/
5140,8,http://www.nature.org/ourinitiatives/urgentissues/global-warming-climate-change/threats-impacts/index.htm
5140,9,http://www.enviroliteracy.org/article.php/1334.html
5153,0,http://www.nrdc.org/globalwarming/fcons.asp
5153,1,http://en.wikipedia.org/wiki/Effects_of_global_warming
5153,2,http://environment.nationalgeographic.com/environment/global-warming/gw-effects/
5153,3,http://climate.nasa.gov/effects
5153,4,http://www.environmentalgraffiti.com/sciencetech/5-deadliest-effects-of-global-warming/
5153,5,http://dsc.discovery.com/tv-shows/curiosity/topics/worst-effects-global-warming.htm
5153,6,http://www.livescience.com/37057-global-warming-effects.html
5153,7,http://www.ucsusa.org/global_warming/science_and_impacts/impacts/
5153,8,http://www.nature.org/ourinitiatives/urgentissues/global-warming-climate-change/threats-impacts/index.htm
5153,9,http://www.enviroliteracy.org/article.php/1334.html
5154,0,http://fnu.zmaw.de/fileadmin/fnu-files/publication/tol/enpolrecentadvancements.pdf
5154,1,http://www.ucsusa.org/ssi/climate-change/scientific-consensus-on.html
5154,2,http://en.climatechange.cn/
5154,3,http://onlinelibrary.wiley.com/doi/10.1002/joc.1556/pdf
5154,4,https://www2.ucar.edu/atmosnews/news/2366/new-computer-model-advances-climate-change-research
5154,5,http://insights.wri.org/news/2012/07/5-takeaways-noaas-new-study-climate-change-and-extreme-events
5154,6,http://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change
5154,7,http://ideas.repec.org/a/eee/enepol/v24y1996i7p665-673.html
5154,8,http://www.wildcat.arizona.edu/article/2013/02/proposed-az-bill-hinders-scientific-advancement-in-global-warming-fight
5154,9,http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp%3Fpunumber%3D5707364
5157,0,http://fnu.zmaw.de/fileadmin/fnu-files/publication/tol/enpolrecentadvancements.pdf
5157,1,http://www.ucsusa.org/ssi/climate-change/scientific-consensus-on.html
5157,2,http://en.climatechange.cn/
5157,3,http://onlinelibrary.wiley.com/doi/10.1002/joc.1556/pdf
5157,4,https://www2.ucar.edu/atmosnews/news/2366/new-computer-model-advances-climate-change-research
5157,5,http://insights.wri.org/news/2012/07/5-takeaways-noaas-new-study-climate-change-and-extreme-events
5157,6,http://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change
5157,7,http://ideas.repec.org/a/eee/enepol/v24y1996i7p665-673.html
5157,8,http://www.wildcat.arizona.edu/article/2013/02/proposed-az-bill-hinders-scientific-advancement-in-global-warming-fight
5157,9,http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp%3Fpunumber%3D5707364
5168,0,http://fnu.zmaw.de/fileadmin/fnu-files/publication/tol/enpolrecentadvancements.pdf
5168,1,http://www.ucsusa.org/ssi/climate-change/scientific-consensus-on.html
5168,2,http://en.climatechange.cn/
5168,3,http://onlinelibrary.wiley.com/doi/10.1002/joc.1556/pdf
5168,4,https://www2.ucar.edu/atmosnews/news/2366/new-computer-model-advances-climate-change-research
5168,5,http://insights.wri.org/news/2012/07/5-takeaways-noaas-new-study-climate-change-and-extreme-events
5168,6,http://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change
5168,7,http://ideas.repec.org/a/eee/enepol/v24y1996i7p665-673.html
5168,8,http://www.wildcat.arizona.edu/article/2013/02/proposed-az-bill-hinders-scientific-advancement-in-global-warming-fight
5168,9,http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp%3Fpunumber%3D5707364
5169,0,http://www.cleanhouston.org/energy/features/tech_promise.htm
5169,1,http://www.aaas.org/news/press_room/climate_change/
5169,2,http://www.ghgonline.org/Huesemann-ClimateChangeMitigation.pdf
5169,3,http://www.ucsusa.org/ssi/climate-change/scientific-consensus-on.html
5169,4,http://www.wildcat.arizona.edu/article/2013/02/proposed-az-bill-hinders-scientific-advancement-in-global-warming-fight
5169,5,http://soe.np.edu.sg/soe/be/eco-manifesto/technologicaladvances.htm
5169,6,http://wiki.answers.com/Q/Are_advances_in_technology_leading_to_global_warming
5169,7,http://inpec.in/technological-advancements-cannot-tackle-climate-change-on-their-own-heres-why/
5169,8,https://www2.ucar.edu/atmosnews/news/2366/new-computer-model-advances-climate-change-research
5169,9,http://globalwarming.com/2010/03/advancement-in-solar-energy-technology/
